1401,2013-12-12 16:26:53.0000000,December-2013,189.62,189.62,2476.6,305,2853.69,381
1401,2013-12-12 16:33:14.0000000,December-2013,1492.01,1681.63,227.36,333,292.11,420
1561,2013-12-17 21:43:40.0000000,December-2013,314.37,314.37,2289.84,282,3999.66,534
1561,2013-12-17 21:54:36.0000000,December-2013,1896.2,2210.57,0,282,816.41,643
1871,2013-12-22 19:43:00.0000000,December-2013,1442.11,1442.11,243.6,30,179.76,24
1871,2013-12-22 19:48:13.0000000,December-2013,0,1442.11,2338.56,318,5962.04,820
2181,2013-12-24 20:36:08.0000000,December-2013,1387.22,1387.22,373.52,46,104.86,14
2181,2013-12-24 20:42:09.0000000,December-2013,149.7,1536.92,2452.24,348,3954.72,542
2591,2013-12-11 03:17:57.0000000,December-2013,1546.9,1546.9,105.56,13,329.56,44
2591,2013-12-11 03:42:54.0000000,December-2013,1082.83,2629.73,2509.08,322,3737.51,543
3411,2013-12-13 17:58:50.0000000,December-2013,1571.85,1571.85,0,0,531.79,71
3411,2013-12-13 18:20:51.0000000,December-2013,0,1571.85,2509.08,309,3692.57,564
1301,2013-12-08 07:05:07.0000000,December-2013,424.15,424.15,259.84,32,666.61,89
1301,2013-12-08 07:11:38.0000000,December-2013,2380.23,2804.38,1356.04,199,4494,689
4111,2013-12-25 21:03:52.0000000,December-2013,289.42,289.42,2330.44,287,3999.66,534
4111,2013-12-25 21:16:18.0000000,December-2013,1516.96,1806.38,194.88,311,194.74,560
4151,2013-12-22 11:24:55.0000000,December-2013,334.33,334.33,2184.28,269,3857.35,515
4151,2013-12-22 11:29:05.0000000,December-2013,1521.95,1856.28,203,294,247.17,548
4211,2013-12-12 09:48:16.0000000,December-2013,474.05,474.05,259.84,32,0,0
4211,2013-12-12 09:54:34.0000000,December-2013,2564.86,3038.91,1591.52,228,4523.96,604
4211,2014-01-11 09:33:59.0000000,January-2014,2215.56,5254.47,1526.56,416,4613.84,1220
4211,2014-01-11 09:42:04.0000000,January-2014,593.81,5848.28,495.32,477,299.6,1260
4111,2014-01-24 07:34:09.0000000,January-2014,1382.23,3188.61,186.76,334,322.07,603
4111,2014-01-24 07:42:38.0000000,January-2014,1367.26,4555.87,2484.72,640,3737.51,1102
1301,2014-01-07 01:37:17.0000000,January-2014,988.02,3792.4,24.36,202,299.6,729
1301,2014-01-07 01:37:46.0000000,January-2014,1996,5788.4,1323.56,365,5872.16,1513
3411,2014-01-11 12:07:51.0000000,January-2014,1477.04,3048.89,0,309,29.96,568
2591,2014-01-10 05:14:56.0000000,January-2014,174.65,2804.38,2980.04,689,3924.76,1067
2591,2014-01-10 05:39:25.0000000,January-2014,1457.08,4261.46,203,714,239.68,1099
2181,2014-01-22 22:09:34.0000000,January-2014,0,1536.92,1624,548,4553.92,1150
2181,2014-01-22 22:12:26.0000000,January-2014,1242.51,2779.43,430.36,601,0,1150
1871,2014-01-21 02:17:14.0000000,January-2014,1487.02,2929.13,138.04,335,164.78,842
1871,2014-01-21 02:35:06.0000000,January-2014,1417.16,4346.29,2525.32,646,2891.14,1228
1561,2014-01-16 08:33:41.0000000,January-2014,199.6,2410.17,2200.52,553,3610.18,1125
1561,2014-01-16 08:38:51.0000000,January-2014,1437.12,3847.29,81.2,563,0,1125
1401,2014-01-11 15:51:28.0000000,January-2014,139.72,1821.35,2525.32,644,3662.61,909
1401,2014-01-11 16:03:10.0000000,January-2014,1482.03,3303.38,186.76,667,0,909
1401,2014-02-10 16:20:09.0000000,February-2014,214.57,3517.95,3499.72,1098,3842.37,1422
1401,2014-02-10 16:22:01.0000000,February-2014,1516.96,5034.91,446.6,1153,82.39,1433
1561,2014-02-14 20:04:02.0000000,February-2014,1492.01,5339.3,227.36,591,262.15,1160
1561,2014-02-14 20:14:32.0000000,February-2014,3842.3,9181.6,2517.2,901,4097.03,1707
1871,2014-02-20 00:33:55.0000000,February-2014,204.59,4550.88,12821.48,2225,4239.34,1794
1871,2014-02-20 00:34:29.0000000,February-2014,1506.98,6057.86,186.76,2248,224.7,1824
2181,2014-02-21 06:11:06.0000000,February-2014,1412.17,4191.6,300.44,638,44.94,1156
2181,2014-02-21 06:30:36.0000000,February-2014,244.51,4436.11,2452.24,940,3377.99,1607
2591,2014-02-08 06:00:05.0000000,February-2014,399.2,4660.66,2233,989,3797.43,1606
2591,2014-02-08 06:16:00.0000000,February-2014,1422.15,6082.81,56.84,996,164.78,1628
3411,2014-02-09 15:23:44.0000000,February-2014,1492.01,4540.9,276.08,343,0,568
3411,2014-02-09 15:44:49.0000000,February-2014,344.31,4885.21,2338.56,631,2628.99,919
1301,2014-02-05 14:07:08.0000000,February-2014,2440.11,8228.51,1583.4,560,4419.1,2103
1301,2014-02-05 14:07:38.0000000,February-2014,938.12,9166.63,267.96,593,247.17,2136
4111,2014-02-23 07:28:03.0000000,February-2014,1487.02,6042.89,0,640,202.23,1129
4111,2014-02-23 07:30:07.0000000,February-2014,254.49,6297.38,2500.96,948,3670.1,1619
4151,2014-02-18 03:13:54.0000000,February-2014,189.62,2045.9,2362.92,585,3662.61,1037
4151,2014-02-18 03:15:26.0000000,February-2014,1651.69,3697.59,81.2,595,209.72,1065
4211,2014-02-09 09:00:48.0000000,February-2014,2465.06,8313.34,998.76,600,4613.84,1876
4211,2014-02-09 09:20:41.0000000,February-2014,603.79,8917.13,600.88,674,217.21,1905
4211,2014-03-10 16:42:55.0000000,March-2014,389.22,9306.35,211.12,700,239.68,1937
4151,2014-03-20 04:40:46.0000000,March-2014,0,3697.59,1469.72,776,4583.88,1677
4151,2014-03-20 04:44:48.0000000,March-2014,1501.99,5199.58,121.8,791,254.66,1711
4111,2014-03-25 01:58:39.0000000,March-2014,0,6297.38,154.28,967,0,1619
4111,2014-03-25 02:08:51.0000000,March-2014,214.57,6511.95,2460.36,1270,3647.63,2106
1301,2014-03-06 13:40:13.0000000,March-2014,553.89,13333.28,235.48,840,187.25,2754
1301,2014-03-06 13:40:13.0000000,March-2014,3612.76,13333.28,1770.16,840,4441.57,2754
3411,2014-03-11 04:28:28.0000000,March-2014,1487.02,6372.23,97.44,643,0,919
3411,2014-03-11 04:36:04.0000000,March-2014,628.74,7000.97,2338.56,931,3789.94,1425
2591,2014-03-09 03:38:52.0000000,March-2014,1452.09,7534.9,495.32,1057,172.27,1651
2591,2014-03-09 03:41:27.0000000,March-2014,339.32,7874.22,2533.44,1369,3842.37,2164
2181,2014-03-22 10:09:54.0000000,March-2014,1501.99,5938.1,97.44,952,172.27,1630
2181,2014-03-22 10:17:05.0000000,March-2014,239.52,6177.62,2127.44,1214,4426.59,2221
1871,2014-03-21 19:28:41.0000000,March-2014,324.35,6382.21,2362.92,2539,3482.85,2289
1871,2014-03-21 19:29:00.0000000,March-2014,0,6382.21,714.56,2627,187.25,2314
1561,2014-03-15 00:44:31.0000000,March-2014,1452.09,10633.69,113.68,915,202.23,1734
1561,2014-03-15 01:06:27.0000000,March-2014,189.62,10823.31,3589.04,1357,3610.18,2216
1401,2014-03-11 12:33:29.0000000,March-2014,0,5034.91,2679.6,1483,3580.22,1911
1401,2014-03-11 12:40:24.0000000,March-2014,1501.99,6536.9,146.16,1501,157.29,1932
1401,2014-04-10 00:04:50.0000000,April-2014,74.85,6611.75,2452.24,1803,3909.78,2454
1401,2014-04-10 00:26:02.0000000,April-2014,1432.13,8043.88,211.12,1829,254.66,2488
1561,2014-04-13 15:23:44.0000000,April-2014,1501.99,12325.3,194.88,1381,239.68,2248
1561,2014-04-13 15:42:29.0000000,April-2014,329.34,12654.64,2590.28,1700,3505.32,2716
1871,2014-04-19 06:10:06.0000000,April-2014,1541.91,7924.12,673.96,2710,209.72,2342
