1001,973.43,Small
1001,1718.03,Small
1001,776.18,Small
1001,958.24,Small
1001,983.49,Small
1001,1067.25,Small
1001,1498.2,Small
1001,2052.2,Small
1001,752.57,Small
1001,878.56,Small
1001,773.63,Small
1001,1182.61,Small
1001,951.14,Small
1001,1993.58,Small
1001,1283.12,Small
1001,1719.28,Small
1011,2734.59,Small
1021,2747.11,Small
1021,2936.92,Small
1021,2580.69,Small
1021,2945.73,Small
1021,2608.02,Small
1021,2944.24,Small
1031,7474.32,Large
1041,2257.02,Small
1041,1696.71,Small
1041,1208.61,Small
1051,3149.11,Large
1051,2820.25,Small
1051,2433.26,Small
1051,3206.02,Large
1051,2579.92,Small
1051,2485.66,Small
1061,2023.34,Small
1061,1403.02,Small
1061,1758.04,Small
1071,4393.44,Large
1081,2055.82,Small
1081,1744.91,Small
1081,1771.1,Small
1081,1741.25,Small
1081,2225.17,Small
1081,2888.25,Small
1081,1734.87,Small
1081,1849.17,Small
1081,2016.33,Small
1081,1840.92,Small
1081,3405.62,Large
1081,1884.76,Small
1081,1898.62,Small
1081,2816.53,Small
1081,2152.01,Small
1081,1994.49,Small
1081,2065.72,Small
1081,1788.13,Small
1081,2748.98,Small
1081,1721.69,Small
1081,2016.31,Small
1081,1679.28,Small
1091,902.78,Small
1091,1088.14,Small
1091,2220.94,Small
1091,941.48,Small
1091,1595.2,Small
1091,1597.91,Small
1091,844.74,Small
1091,474.05,Small
1091,837.82,Small
1091,796.63,Small
1091,646.23,Small
1091,1061.33,Small
1091,1000.62,Small
1091,738.61,Small
1091,905.75,Small
1091,931.5,Small
1091,1323.75,Small
1091,910.29,Small
1091,761.97,Small
1091,845.35,Small
1091,867.76,Small
1091,803.43,Small
1091,1144.52,Small
1091,822.23,Small
1091,980.08,Small
1091,803.44,Small
1091,1323.04,Small
1091,869.03,Small
1101,3585.33,Large
1101,1177.33,Small
1101,693.61,Small
1101,876.56,Small
1101,1086.98,Small
1101,1194.14,Small
1101,874.62,Small
1101,862.05,Small
1101,259.7,Small
1101,918.24,Small
1101,1111.85,Small
1101,845.94,Small
1111,2265.48,Small
1111,2048.6,Small
1121,1798.56,Small
1121,1966.38,Small
1121,2245.54,Small
1121,1972.57,Small
1121,1582.01,Small
1121,1461.26,Small
1121,1833.52,Small
1121,1661.8,Small
1121,1657.54,Small
1121,2027.68,Small
1121,1714.93,Small
1121,1611.84,Small
1121,1664.26,Small
1121,2816.63,Small
1121,2020.97,Small
1121,1959.49,Small
1131,2200.99,Small
1131,411.46,Small
1131,1895.36,Small
1131,2365.93,Small
1131,1704.19,Small
1131,1990.29,Small
1131,0,Small
1131,1721.69,Small
1141,963.07,Small
1141,1144.34,Small
1141,805.34,Small
1141,26055.46,Large
1151,2964.69,Small
1161,2194.05,Small
1161,2724.68,Small
1161,2747.18,Small
1161,3400.18,Large
1161,2655.45,Small
1161,2697.41,Small
1161,2519.64,Small
1161,2356.19,Small
1161,2552.42,Small
1161,2380.49,Small
1161,2641.06,Small
1171,2001.92,Small
1171,2022.94,Small
1171,1813.02,Small
1171,1780.62,Small
1171,2048.65,Small
1181,1691.61,Small
1181,2776.62,Small
1181,2606.88,Small
1181,2626.85,Small
1181,3323.83,Large
1181,2919.42,Small
1181,2597.33,Small
1181,2460.07,Small
1181,2606.23,Small
1181,2642.3,Small
1181,3008.2,Large
1181,3644.67,Large
1181,2407.72,Small
1181,2391.48,Small
1181,2657.32,Small
1181,2699.36,Small
1181,2520.68,Small
1181,2692.21,Small
1181,2632.28,Small
1181,2450.09,Small
1181,2559.96,Small
1181,2619.81,Small
1181,2793.58,Small
1181,2729.57,Small
1181,2526.95,Small
1181,2555.15,Small
1181,2505,Small
1181,2614.88,Small
1181,2415.25,Small
1181,11390.06,Large
1181,2707.17,Small
1181,2485.04,Small
1181,2735.35,Small
1181,2799.09,Small
1181,2589.86,Small
1181,2797.19,Small
1181,3254.4,Large
1181,2314.36,Small
1191,2643.02,Small
1191,2693.01,Small
1191,3423.81,Large
1191,2741.62,Small
1191,2519.36,Small
1191,2555.55,Small
1191,2622.38,Small
1191,2699.74,Small
1191,3141.54,Large
1191,2431.49,Small
1191,2505.66,Small
1191,1475.67,Small
1201,2450.09,Small
1201,2634.22,Small
1211,1696.38,Small
1211,1797.87,Small
1221,2554.95,Small
1221,3499.16,Large
1221,2624.24,Small
1221,2764.73,Small
1221,1927.66,Small
1221,2919.51,Small
1221,2776.07,Small
1221,2502.12,Small
1221,2730.89,Small
1221,2723.6,Small
1221,2618.07,Small
1221,2909.17,Small
1221,3476.38,Large
1221,12664.72,Large
1221,2579.24,Small
1221,2854.38,Small
1221,2779.2,Small
1221,3582.32,Large
1221,3108.4,Large
1221,2585.57,Small
