1301,2013-12-08 07:05:07.0000000,1350.6,NULL,NULL
1301,2013-12-08 07:11:38.0000000,8230.27,1350.6,6879.67
2591,2013-12-11 03:17:57.0000000,1982.02,8230.27,-6248.25
2591,2013-12-11 03:42:54.0000000,7329.42,1982.02,5347.4
4211,2013-12-12 09:48:16.0000000,733.89,7329.42,-6595.53
4211,2013-12-12 09:54:34.0000000,8680.34,733.89,7946.45
1401,2013-12-12 16:26:53.0000000,5519.91,8680.34,-3160.43
1401,2013-12-12 16:33:14.0000000,2011.48,5519.91,-3508.43
3411,2013-12-13 17:58:50.0000000,2103.64,2011.48,92.16
3411,2013-12-13 18:20:51.0000000,6201.65,2103.64,4098.01
1561,2013-12-17 21:43:40.0000000,6603.87,6201.65,402.22
1561,2013-12-17 21:54:36.0000000,2712.61,6603.87,-3891.26
4151,2013-12-22 11:24:55.0000000,6375.96,2712.61,3663.35
4151,2013-12-22 11:29:05.0000000,1972.12,6375.96,-4403.84
1871,2013-12-22 19:43:00.0000000,1865.47,1972.12,-106.65
1871,2013-12-22 19:48:13.0000000,8300.6,1865.47,6435.13
2181,2013-12-24 20:36:08.0000000,1865.6,8300.6,-6435
2181,2013-12-24 20:42:09.0000000,6556.66,1865.6,4691.06
4111,2013-12-25 21:03:52.0000000,6619.52,6556.66,62.86
4111,2013-12-25 21:16:18.0000000,1906.58,6619.52,-4712.94
1301,2014-01-07 01:37:17.0000000,1311.98,1906.58,-594.6
1301,2014-01-07 01:37:46.0000000,9191.72,1311.98,7879.74
2591,2014-01-10 05:14:56.0000000,7079.45,9191.72,-2112.27
2591,2014-01-10 05:39:25.0000000,1899.76,7079.45,-5179.69
4211,2014-01-11 09:33:59.0000000,8355.96,1899.76,6456.2
4211,2014-01-11 09:42:04.0000000,1388.73,8355.96,-6967.23
3411,2014-01-11 12:07:51.0000000,1507,1388.73,118.27
1401,2014-01-11 15:51:28.0000000,6327.65,1507,4820.65
1401,2014-01-11 16:03:10.0000000,1668.79,6327.65,-4658.86
1561,2014-01-16 08:33:41.0000000,6010.3,1668.79,4341.51
1561,2014-01-16 08:38:51.0000000,1518.32,6010.3,-4491.98
1871,2014-01-21 02:17:14.0000000,1789.84,1518.32,271.52
1871,2014-01-21 02:35:06.0000000,6833.62,1789.84,5043.78
2181,2014-01-22 22:09:34.0000000,6177.92,6833.62,-655.7
2181,2014-01-22 22:12:26.0000000,1672.87,6177.92,-4505.05
4111,2014-01-24 07:34:09.0000000,1891.06,1672.87,218.19
4111,2014-01-24 07:42:38.0000000,7589.49,1891.06,5698.43
1301,2014-02-05 14:07:08.0000000,8442.61,7589.49,853.12
1301,2014-02-05 14:07:38.0000000,1453.25,8442.61,-6989.36
2591,2014-02-08 06:00:05.0000000,6429.63,1453.25,4976.38
2591,2014-02-08 06:16:00.0000000,1643.77,6429.63,-4785.86
4211,2014-02-09 09:00:48.0000000,8077.66,1643.77,6433.89
4211,2014-02-09 09:20:41.0000000,1421.88,8077.66,-6655.78
3411,2014-02-09 15:23:44.0000000,1768.09,1421.88,346.21
3411,2014-02-09 15:44:49.0000000,5311.86,1768.09,3543.77
1401,2014-02-10 16:20:09.0000000,7556.66,5311.86,2244.8
1401,2014-02-10 16:22:01.0000000,2045.95,7556.66,-5510.71
1561,2014-02-14 20:04:02.0000000,1981.52,2045.95,-64.43
1561,2014-02-14 20:14:32.0000000,10456.53,1981.52,8475.01
4151,2014-02-18 03:13:54.0000000,6215.15,10456.53,-4241.38
4151,2014-02-18 03:15:26.0000000,1942.61,6215.15,-4272.54
1871,2014-02-20 00:33:55.0000000,17265.41,1942.61,15322.8
1871,2014-02-20 00:34:29.0000000,1918.44,17265.41,-15346.97
2181,2014-02-21 06:11:06.0000000,1757.55,1918.44,-160.89
2181,2014-02-21 06:30:36.0000000,6074.74,1757.55,4317.19
4111,2014-02-23 07:28:03.0000000,1689.25,6074.74,-4385.49
4111,2014-02-23 07:30:07.0000000,6425.55,1689.25,4736.3
1301,2014-03-06 13:40:13.0000000,9824.49,6425.55,3398.94
1301,2014-03-06 13:40:13.0000000,976.62,9824.49,-8847.87
2591,2014-03-09 03:38:52.0000000,2119.68,976.62,1143.06
2591,2014-03-09 03:41:27.0000000,6715.13,2119.68,4595.45
4211,2014-03-10 16:42:55.0000000,840.02,6715.13,-5875.11
3411,2014-03-11 04:28:28.0000000,1584.46,840.02,744.44
3411,2014-03-11 04:36:04.0000000,6757.24,1584.46,5172.78
1401,2014-03-11 12:33:29.0000000,6259.82,6757.24,-497.42
1401,2014-03-11 12:40:24.0000000,1805.44,6259.82,-4454.38
1561,2014-03-15 00:44:31.0000000,1768,1805.44,-37.44
1561,2014-03-15 01:06:27.0000000,7388.84,1768,5620.84
4151,2014-03-20 04:40:46.0000000,6053.6,7388.84,-1335.24
4151,2014-03-20 04:44:48.0000000,1878.45,6053.6,-4175.15
1871,2014-03-21 19:28:41.0000000,6170.12,1878.45,4291.67
1871,2014-03-21 19:29:00.0000000,901.81,6170.12,-5268.31
2181,2014-03-22 10:09:54.0000000,1771.7,901.81,869.89
2181,2014-03-22 10:17:05.0000000,6793.55,1771.7,5021.85
4111,2014-03-25 01:58:39.0000000,154.28,6793.55,-6639.27
4111,2014-03-25 02:08:51.0000000,6322.56,154.28,6168.28
1301,2014-04-05 06:47:38.0000000,939.83,6322.56,-5382.73
2591,2014-04-07 05:58:51.0000000,6405.91,939.83,5466.08
2591,2014-04-07 06:11:08.0000000,3609.77,6405.91,-2796.14
4211,2014-04-09 16:09:01.0000000,8837.02,3609.77,5227.25
4211,2014-04-09 16:13:42.0000000,988.57,8837.02,-7848.45
3411,2014-04-09 18:42:46.0000000,10622.41,988.57,9633.84
3411,2014-04-09 18:44:32.0000000,1135.28,10622.41,-9487.13
1401,2014-04-10 00:04:50.0000000,6436.87,1135.28,5301.59
1401,2014-04-10 00:26:02.0000000,1897.91,6436.87,-4538.96
1561,2014-04-13 15:23:44.0000000,1936.55,1897.91,38.64
1561,2014-04-13 15:42:29.0000000,6424.94,1936.55,4488.39
4151,2014-04-18 16:33:03.0000000,1632.48,6424.94,-4792.46
1871,2014-04-19 06:10:06.0000000,2425.59,1632.48,793.11
1871,2014-04-19 06:22:22.0000000,7110.56,2425.59,4684.97
2181,2014-04-21 02:47:01.0000000,5627.3,7110.56,-1483.26
2181,2014-04-21 03:02:14.0000000,2058.97,5627.3,-3568.33
